id,source,topic,domain_code,domain,type,question,optionA,optionB,optionC,optionD,optionE,optionF,correct,explanation
0405,Cortex_XQL_Query_Result_Visualization,Cortex XQL: Query Result Visualization,,D3.5 Dashboards & Reports / XQL Visualization,single,A security analyst needs to share XQL query results with a log-analysis platform that requires logs in JSON format with double-quoted field names and values. Which feature of the Query Results tab supports this requirement?,The histogram dialog's Percentage column,"The Expanded View dialog, which lets the analyst switch between JSON VIEW and TREE VIEW for any row","The view highlight stage in XQL, which renders values in JSON when highlighted","The Advanced display mode, which automatically wraps all field names in double quotes",,,B,"The source states that the Query Results tab provides an Expanded View dialog where a row can be viewed and copied in JSON or Tree format. The JSON VIEW tab produces the standard `{""field_name"":""field_value""}` pattern required by platforms that demand JSON-formatted logs."
0406,Cortex_XQL_Query_Result_Visualization,Cortex XQL: Query Result Visualization,,D3.5 Dashboards & Reports / XQL Visualization,multi,"In the Chart Editor's Graph mode, which two settings must be specified in the **DATA** section to define a chart? (Choose two.)",Color,X-axis field,Legend label,Y-axis field,,,B|D,"The source states: ""DATA expects two important settings — the fields you associate with the X-axis and Y-axis."" Color and Legend are separate Chart Editor sections (MAIN/COLOR), not the DATA section's required fields."
0407,Cortex_XQL_Query_Result_Visualization,Cortex XQL: Query Result Visualization,,D3.5 Dashboards & Reports / XQL Visualization,single,"An analyst embeds the following stage at the end of an XQL query: `| view highlight fields = process values = ""chrome"", ""explorer""`. What happens when the query is run, in addition to the highlighting effect?",The query automatically switches to the Graph display mode as well.,"Only rows containing the values ""chrome"" or ""explorer"" are returned in the results table.",The results table is sorted in descending order by the highlighted field.,The Chart Editor opens automatically with a Pie chart preset for the highlighted values.,,,A,"The source explicitly notes: ""Graph mode is turned on automatically when a query includes both view graph and view highlight."" The highlight stage does not filter rows — it highlights matched values wherever they appear but returns the full result set."
0408,Cortex_XQL_Query_Result_Visualization,Cortex XQL: Query Result Visualization,,D3.5 Dashboards & Reports / XQL Visualization,single,"When using the Fields pane to open a histogram for a selected field, which combination of column names will the histogram table always display?","Value, Frequency, and Ratio","Name, Count, and Rank","Value, Count, and Percentage","Field, Occurrences, and Proportion",,,C,"The source states: ""A histogram is simply a table of three columns: Value, Count, and Percentage. These histogram columns are the same for all results table fields and do not change."" Frequency, Ratio, Occurrences, and Proportion are plausible but are not the column names used in the management console."
0409,Cortex_XQL_Syntax_Basics,Cortex XQL: Syntax Basics,,D3.5 Dashboards & Reports / XQL Visualization,multi,"Which two language element categories, together with stages, make up XQL query syntax? (Choose two.)",Schemas,Functions,Operators,Directives,,,B|C,"The source lists exactly three XQL language elements: stages, functions, and operators. Schemas are a separate concept (the Schema tab is used to view field types in a dataset) and are not a language element in XQL syntax."
0410,Cortex_XQL_Syntax_Basics,Cortex XQL: Syntax Basics,,D3.5 Dashboards & Reports / XQL Visualization,single,You omit the `dataset` stage entirely from an XQL query. What does the XQL query engine do?,It returns a compilation error requiring a dataset to be specified.,It runs the query against all available datasets simultaneously.,It runs the query against the default dataset.,It prompts the user to select a dataset interactively.,,,C,"The source states: ""If you omit the dataset stage, the XQL query compiler will not generate an error. Instead, the XQL query engine will run the query against the default dataset."" The built-in default is `xdr_data`, though it can be changed in Configurations > Dataset Management."
0411,Cortex_XQL_Syntax_Basics,Cortex XQL: Syntax Basics,,D3.5 Dashboards & Reports / XQL Visualization,single,"In XQL, keyword case sensitivity follows which rule?",XQL is fully case sensitive for both language elements and string comparisons.,"XQL language elements (stage names, etc.) are case insensitive, but string comparisons are case sensitive by default.","XQL language elements are case sensitive, but string comparisons are case insensitive by default.",Both language elements and string comparisons are case insensitive unless overridden with a config stage.,,,B,"The source distinguishes two rules: stage names and other XQL language elements are case insensitive (FILTER and filter are equivalent), while string comparisons are case sensitive by default — ""powershell.exe"" and ""powershell.EXE"" are treated as different values unless `config case_sensitive = false` is used."
0412,Cortex_XQL_Syntax_Basics,Cortex XQL: Syntax Basics,,D3.5 Dashboards & Reports / XQL Visualization,single,A developer wants all subsequent string comparisons in an XQL query to ignore letter case. Which configuration is correct?,`config string_match = insensitive`,`config case_sensitive = false`,`config ignore_case = true`,`alter case_mode = insensitive`,,,B,The source shows the exact syntax: `config case_sensitive = false` placed before the filter stage makes string comparisons case insensitive for that query. The other options are not XQL constructs documented in the source.
0413,Cortex_XQL_Syntax_Basics,Cortex XQL: Syntax Basics,,D3.5 Dashboards & Reports / XQL Visualization,multi,Which two stages are described as the ones that can use functions for data transformations in XQL? (Choose two.),dataset,filter,alter,sort,,,B|C,"The source explicitly states: ""The filter and alter stages are the two stages that can use functions for data transformations."" dataset and sort have fixed syntax requirements (assignment and sort order) and are not described as stages that use transformation functions."
0414,Cortex_XQL_Syntax_Basics,Cortex XQL: Syntax Basics,,D3.5 Dashboards & Reports / XQL Visualization,single,How does the XQL query compiler treat a non-periodic scheduled query?,It runs the query at a default daily interval until cancelled.,It runs the query once at a single point in time.,It runs the query once immediately and then repeats at the user-defined frequency.,It saves the query to the library without executing it until manually triggered.,,,B,"The source defines two scheduled query types: ""A non-periodic scheduled query runs once at a single point in time. A periodic scheduled query runs periodically at a specified frequency."" The two are mutually exclusive types, not sequential stages of the same query."
0415,Cortex_XQL_Syntax_Basics,Cortex XQL: Syntax Basics,,D3.5 Dashboards & Reports / XQL Visualization,single,"When using the **Run** option to execute an XQL query, what is the specific behavioral constraint imposed on the analyst?","The query result is limited to 1,000 rows regardless of the limit stage.",The analyst cannot navigate to other pages of the management console until a result set is generated.,The analyst's session is logged out if the query runs for more than five minutes.,Other queries scheduled in the same session are paused until the foreground query completes.,,,B,"The source states: ""With Run, you can immediately run your query as a foreground task, which blocks you from going to the other pages of the management console."" This distinguishes Run from scheduling options that allow background execution."
0416,Cortex_XQL_Syntax_Basics,Cortex XQL: Syntax Basics,,D3.5 Dashboards & Reports / XQL Visualization,single,Which option in the **Save As** menu allows an analyst to save an XQL query for use as a detection artifact that correlates events across a dataset?,Query to Library,BIOC Rule,Correlation Rule,Widget to Library,,,C,"The source lists the Save As menu options as: BIOC Rule, Correlation Rule, Query to Library, and Widget to Library. BIOC Rules detect behavioral indicators of compromise, while Correlation Rules correlate events — both are detection artifacts, but the source frames them as distinct save targets. The question asks specifically about correlating events across a dataset, which maps to Correlation Rule. (Note: BIOC is also a detection artifact; the distinction is in the type of detection logic each represents as described in the source.)"
